result_name,value,set_id,dim_name_1,dim_value_1,dim_name_2,dim_value_2,dim_name_3,dim_value_3,dim_name_4,dim_value_4,dim_name_5,dim_value_5,dim_name_6,dim_value_6,measure_id,name,description,source_name
name=HOSPITAL VALUE|||unit=,,2810,Data Element,Cost Center,Issue Period,2006 Q4,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2658,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=PHIS MEDIAN|||unit=,,2811,Data Element,Px Start Hour (Principal Px),Issue Period,2006 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2214,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=HOSPITAL VALUE|||unit=,,2811,Data Element,Px Start Hour (Principal Px),Issue Period,2006 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2214,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=PHIS MEDIAN|||unit=,,2812,Data Element,Discharge Hour Indicator,Issue Period,2010 Q3,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,1494,"Disch Hr Ind=Default, but Disch Hr spread thru the day.","Discharge Hour Indicator is not consistent with entries. Default values indicated for >=95% of cases, but discharge hour values are spread throughout the day  (>=1 Discharge Hour single value measure is <19% and not =0%)",PHIS
name=HOSPITAL VALUE|||unit=%,100,2812,Data Element,Discharge Hour Indicator,Issue Period,2010 Q3,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,2159,Disch Hr Ind = default for >99% of cases,Discharge Hour Indicator = default for >99% of cases,PHIS
name=PHIS MEDIAN|||unit=%,,2812,Data Element,Discharge Hour Indicator,Issue Period,2010 Q3,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,2159,Disch Hr Ind = default for >99% of cases,Discharge Hour Indicator = default for >99% of cases,PHIS
name=HOSPITAL VALUE|||unit=,,2812,Data Element,Discharge Hour Indicator,Issue Period,2010 Q3,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,1494,"Disch Hr Ind=Default, but Disch Hr spread thru the day.","Discharge Hour Indicator is not consistent with entries. Default values indicated for >=95% of cases, but discharge hour values are spread throughout the day  (>=1 Discharge Hour single value measure is <19% and not =0%)",PHIS
name=HOSPITAL VALUE|||unit=%,100,2813,Data Element,Medical Discharge Hour,Issue Period,2007 Q3,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1718,Med discharge hour = physical discharge hour for 100% cases,Medical = physical discharge hour for 100% of cases. (Medical Discharge Hour between 00 and 23) Unable to distinguish medical from physical discharge hour.,PHIS
name=PHIS MEDIAN|||unit=%,,2813,Data Element,Medical Discharge Hour,Issue Period,2007 Q3,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1718,Med discharge hour = physical discharge hour for 100% cases,Medical = physical discharge hour for 100% of cases. (Medical Discharge Hour between 00 and 23) Unable to distinguish medical from physical discharge hour.,PHIS
name=HOSPITAL VALUE|||unit=,,2814,Data Element,Post Mortem Encounters,Issue Period,2010 Q4,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,159,Death encounter disposition survey response missing.,Death encounter disposition survey response is missing.,PHIS
name=HOSPITAL VALUE|||unit=,,2814,Data Element,Post Mortem Encounters,Issue Period,2010 Q4,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,162,Same billing # for both encounters survey response missing.,Same billing number for both the death and post-mortem encounters survey response missing.,PHIS
name=PHIS MEDIAN|||unit=,,2814,Data Element,Post Mortem Encounters,Issue Period,2010 Q4,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,164,Same MRN for both encounters survey response missing.,Same medical record number for both the death and post-mortem encounters survey response missing.,PHIS
name=HOSPITAL VALUE|||unit=,,2814,Data Element,Post Mortem Encounters,Issue Period,2010 Q4,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,161,Post-Mortem encounter disposition survey response missing.,Post-Mortem encounter disposition survey response is missing.,PHIS
name=PHIS MEDIAN|||unit=,,2814,Data Element,Post Mortem Encounters,Issue Period,2010 Q4,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,159,Death encounter disposition survey response missing.,Death encounter disposition survey response is missing.,PHIS
name=PHIS MEDIAN|||unit=,,2814,Data Element,Post Mortem Encounters,Issue Period,2010 Q4,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,162,Same billing # for both encounters survey response missing.,Same billing number for both the death and post-mortem encounters survey response missing.,PHIS
name=HOSPITAL VALUE|||unit=,,2814,Data Element,Post Mortem Encounters,Issue Period,2010 Q4,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,164,Same MRN for both encounters survey response missing.,Same medical record number for both the death and post-mortem encounters survey response missing.,PHIS
name=PHIS MEDIAN|||unit=,,2814,Data Element,Post Mortem Encounters,Issue Period,2010 Q4,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,161,Post-Mortem encounter disposition survey response missing.,Post-Mortem encounter disposition survey response is missing.,PHIS
name=PHIS MEDIAN|||unit=,,2815,Data Element,Admit Hour Indicator,Issue Period,2012 Q2,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,1208,"Adm Hr Ind =Default, but Adm Hr spread thru day","Admit Hour Indicator is not consistent with entries. Default values indicated for >=95% of cases, but Admit Hour values are spread throughout the day (>=1 Admit Hour single value measure is <18% and not =0%)",PHIS
name=PHIS MEDIAN|||unit=%,,2815,Data Element,Admit Hour Indicator,Issue Period,2012 Q2,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,1203,Adm Hr Ind = default for >99% of cases,Admit Hour Indicator = default for >99% of cases,PHIS
name=HOSPITAL VALUE|||unit=%,100,2815,Data Element,Admit Hour Indicator,Issue Period,2012 Q2,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,1203,Adm Hr Ind = default for >99% of cases,Admit Hour Indicator = default for >99% of cases,PHIS
name=HOSPITAL VALUE|||unit=,,2815,Data Element,Admit Hour Indicator,Issue Period,2012 Q2,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,1208,"Adm Hr Ind =Default, but Adm Hr spread thru day","Admit Hour Indicator is not consistent with entries. Default values indicated for >=95% of cases, but Admit Hour values are spread throughout the day (>=1 Admit Hour single value measure is <18% and not =0%)",PHIS
name=HOSPITAL VALUE|||unit=,,2816,Data Element,Discharge Hour,Issue Period,2004 Q3,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,2178,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=PHIS MEDIAN|||unit=,,2816,Data Element,Discharge Hour,Issue Period,2004 Q3,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,2178,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=PHIS MEDIAN|||unit=cases,,2817,Data Element,Charges-Billed,Issue Period,2011 Q1,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1335,Financial data missing cases. (CTC Flag=No and >=1%),Financial data missing cases. (CTC Flag=No and rate >= 1% and <100%),PHIS
name=HOSPITAL VALUE|||unit=cases,86,2817,Data Element,Charges-Billed,Issue Period,2011 Q1,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1335,Financial data missing cases. (CTC Flag=No and >=1%),Financial data missing cases. (CTC Flag=No and rate >= 1% and <100%),PHIS
name=HOSPITAL VALUE|||unit=%,2.5,2817,Data Element,Charges-Billed,Issue Period,2011 Q1,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1336,Financial data missing rate. (CTC Flag=No and >=1%),Financial data missing rate >= 1% of cases. (CTC Flag=No and rate >= 1% and <100%),PHIS
name=PHIS MEDIAN|||unit=%,,2817,Data Element,Charges-Billed,Issue Period,2011 Q1,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1336,Financial data missing rate. (CTC Flag=No and >=1%),Financial data missing rate >= 1% of cases. (CTC Flag=No and rate >= 1% and <100%),PHIS
name=HOSPITAL VALUE|||unit=%,98.9,2818,Data Element,Zip Code,Issue Period,2007 Q1,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1686,Zip code last 4 digits missing in >=20% of cases,Zip Code last 4 digits missing in >=20% of cases (Zip +4 = #####0000),PHIS
name=PHIS MEDIAN|||unit=%,98.9,2818,Data Element,Zip Code,Issue Period,2007 Q1,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1686,Zip code last 4 digits missing in >=20% of cases,Zip Code last 4 digits missing in >=20% of cases (Zip +4 = #####0000),PHIS
name=PHIS MEDIAN|||unit=,,2819,Data Element,Medical Discharge Hr Indicator,Issue Period,2009 Q4,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,1856,"Med Disch Hr Ind=Default, but Med Disch Hr spread thru day.","Medical Discharge Hour Indicator is not consistent with entries. Default values indicated for >=95% of cases, but discharge hour values are spread throughout the day  (>=1 Medical Discharge Hour single value measure is <18% and not =0%)",PHIS
name=PHIS MEDIAN|||unit=%,,2819,Data Element,Medical Discharge Hr Indicator,Issue Period,2009 Q4,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,2168,Med Disch Hr Ind = default for >99% of cases,Medical Discharge Hour Indicator = default for >99% of cases,PHIS
name=HOSPITAL VALUE|||unit=,,2819,Data Element,Medical Discharge Hr Indicator,Issue Period,2009 Q4,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,1856,"Med Disch Hr Ind=Default, but Med Disch Hr spread thru day.","Medical Discharge Hour Indicator is not consistent with entries. Default values indicated for >=95% of cases, but discharge hour values are spread throughout the day  (>=1 Medical Discharge Hour single value measure is <18% and not =0%)",PHIS
name=HOSPITAL VALUE|||unit=%,100,2819,Data Element,Medical Discharge Hr Indicator,Issue Period,2009 Q4,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,2168,Med Disch Hr Ind = default for >99% of cases,Medical Discharge Hour Indicator = default for >99% of cases,PHIS
name=PHIS MEDIAN|||unit=%,99.9,2820,Data Element,Payer-Tertiary,Issue Period,2014 Q3,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,1869,Payer-Tertiary >= 1% unknown.,"Payer-Tertiary >= 1% and not = 100% unknown (Tertiary Source Of Payment = -1, 0, ??).",PHIS
name=HOSPITAL VALUE|||unit=%,99.7,2820,Data Element,Payer-Tertiary,Issue Period,2014 Q3,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,1869,Payer-Tertiary >= 1% unknown.,"Payer-Tertiary >= 1% and not = 100% unknown (Tertiary Source Of Payment = -1, 0, ??).",PHIS
name=HOSPITAL VALUE|||unit=cases,1,2821,Data Element,Country,Issue Period,2007 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1993,Country code invalid entry cases.,Country code invalid or null entry cases,PHIS
name=PHIS MEDIAN|||unit=cases,2290,2821,Data Element,Country,Issue Period,2007 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1993,Country code invalid entry cases.,Country code invalid or null entry cases,PHIS
name=HOSPITAL VALUE|||unit=codes,1,2821,Data Element,Country,Issue Period,2007 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1994,Country code invalid value count,Country code invalid or null value count,PHIS
name=PHIS MEDIAN|||unit=codes,,2821,Data Element,Country,Issue Period,2007 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1994,Country code invalid value count,Country code invalid or null value count,PHIS
name=PHIS MEDIAN|||unit=%,,2822,Data Element,Px Start Hour,Issue Period,2007 Q4,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1955,Px start hour is missing for 100% of Px.,Px start hour is missing for 100% of Px. (Start Hour = 99),PHIS
name=HOSPITAL VALUE|||unit=%,100,2822,Data Element,Px Start Hour,Issue Period,2007 Q4,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1955,Px start hour is missing for 100% of Px.,Px start hour is missing for 100% of Px. (Start Hour = 99),PHIS
name=HOSPITAL VALUE|||unit=,154,2823,Data Element,TPN Flag (Reported),Issue Period,2008 Q1,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2069,Reported to Chg based TPN count difference >=3x median,Reported Hyperalimentation (TPN) flag not consistent with charge-based TPN flag. Reported to Charge based TPN count difference >=3x (absolute) median (Reported TPN count >=1 and chg based TPN count >=1),PHIS
name=PHIS MEDIAN|||unit=,,2823,Data Element,TPN Flag (Reported),Issue Period,2008 Q1,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2069,Reported to Chg based TPN count difference >=3x median,Reported Hyperalimentation (TPN) flag not consistent with charge-based TPN flag. Reported to Charge based TPN count difference >=3x (absolute) median (Reported TPN count >=1 and chg based TPN count >=1),PHIS
name=PHIS MEDIAN|||unit=%,,2824,Data Element,﻿Admit Dx (ICD-9),Issue Period,2004 Q1,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1987,Admit dx is missing for 100% of cases.,Admit dx is missing for 100% of cases.,PHIS
name=HOSPITAL VALUE|||unit=%,100,2824,Data Element,﻿Admit Dx (ICD-9),Issue Period,2004 Q1,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1987,Admit dx is missing for 100% of cases.,Admit dx is missing for 100% of cases.,PHIS
name=PHIS MEDIAN|||unit=Px,,2825,Data Element,Px Start Date,Issue Period,2014 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2663,Px count with Px start date >=3 days before admit date.,Procedure count with Px start date >=3 days before admit date. (Px start date not missing or invalid.),PHIS
name=HOSPITAL VALUE|||unit=Px,1,2825,Data Element,Px Start Date,Issue Period,2014 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2663,Px count with Px start date >=3 days before admit date.,Procedure count with Px start date >=3 days before admit date. (Px start date not missing or invalid.),PHIS
name=HOSPITAL VALUE|||unit=Px,129,2825,Data Element,Px Start Date,Issue Period,2014 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1926,Px start date missing or invalid rate.,Procedure start date missing or invalid count.,PHIS
name=PHIS MEDIAN|||unit=Px,,2825,Data Element,Px Start Date,Issue Period,2014 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1926,Px start date missing or invalid rate.,Procedure start date missing or invalid count.,PHIS
name=PHIS MEDIAN|||unit=%,,2826,Data Element,Px End Hour,Issue Period,2012 Q4,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,2121,Px end hour is missing for 100% of Px.,Px end hour is missing for 100% of Px.  (End Hour = 99),PHIS
name=HOSPITAL VALUE|||unit=%,100,2826,Data Element,Px End Hour,Issue Period,2012 Q4,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,2121,Px end hour is missing for 100% of Px.,Px end hour is missing for 100% of Px.  (End Hour = 99),PHIS
name=PHIS MEDIAN|||unit=,,2827,Data Element,Px Start Hour,Issue Period,2006 Q2,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,2213,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=HOSPITAL VALUE|||unit=,,2827,Data Element,Px Start Hour,Issue Period,2006 Q2,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,2213,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=PHIS MEDIAN|||unit=cases,0,2828,Data Element,Date of Birth,Issue Period,2006 Q3,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,1372,DOB is <=12/31/1960. (DOB not missing),Date of birth is <=12/31/1960. (DOB not = 1/1/1900 or 1/1/1850 (missing)),PHIS
name=HOSPITAL VALUE|||unit=cases,2,2828,Data Element,Date of Birth,Issue Period,2006 Q3,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,1372,DOB is <=12/31/1960. (DOB not missing),Date of birth is <=12/31/1960. (DOB not = 1/1/1900 or 1/1/1850 (missing)),PHIS
name=HOSPITAL VALUE|||unit=,,2829,Data Element,Medical Discharge Hr Indicator,Issue Period,2008 Q2,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1848,"Med Disch Hr Ind=Default, but Med Disch Hr spread thru day.","Medical Discharge Hour Indicator is not consistent with entries. Default values indicated for >=95% of cases, but discharge hour values are spread throughout the day  (>=1 Medical Discharge Hour single value measure is <18% and not =0%)",PHIS
